yearly_agency_id,agency_id,data_year,ori,legacy_ori,covered_by_legacy_ori,direct_contributor_flag,dormant_flag,dormant_year,reporting_type,ucr_agency_name,ncic_agency_name,pub_agency_name,pub_agency_unit,agency_status,state_id,state_name,state_abbr,state_postal_abbr,division_code,division_name,region_code,region_name,region_desc,agency_type_name,population,submitting_agency_id,sai,submitting_agency_name,suburban_area_flag,population_group_id,population_group_code,population_group_desc,parent_pop_group_code,parent_pop_group_desc,mip_flag,pop_sort_order,summary_rape_def,pe_reported_flag,male_officer,male_civilian,male_officer+male_civilian,female_officer,female_civilian,female_officer+female_civilian,officer_rate,employee_rate,nibrs_cert_date,nibrs_start_date,nibrs_leoka_start_date,nibrs_ct_start_date,nibrs_multi_bias_start_date,nibrs_off_eth_start_date,covered_flag,county_name,msa_name,publishable_flag,participated,nibrs_participated
201592023,20159,2023,VA035SP00,VA035SP00,,N,N,,I,SP: GILES COUNTY,SP: GILES COUNTY,State Police:,Giles County,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,State Police,0,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,N,,,,,,,0,0,1994-01-01,1994-01-01,1994-01-01,2012-06-01,,2019-04-01,N,GILES,"Blacksburg-Christiansburg-Radford, VA",Y,Y,Y
201602023,20160,2023,VA0360000,VA0360000,,N,N,,I,GLOUCESTER,GLOUCESTER CO SO GLOUCESTER,Gloucester,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,County,39919,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,69,1,70,12,18,30,2.0,2.5,1994-01-01,1997-03-01,1997-03-01,2012-06-01,,2019-06-01,N,GLOUCESTER,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Y,Y,Y
201612023,20161,2023,VA036SP00,VA036SP00,,N,N,,I,SP: GLOUCESTER COUNTY,SP: GLOUCESTER COUNTY,State Police:,Gloucester County,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,State Police,0,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,N,,,,,,,0,0,1994-01-01,1994-01-01,1994-01-01,2012-06-01,,2019-04-01,N,GLOUCESTER,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Y,Y,Y
201622023,20162,2023,VA0370000,VA0370000,,N,N,,I,GOOCHLAND,GOOCHLAND CO SO GOOCHLAND,Goochland,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,County,26783,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,42,5,47,7,17,24,1.8,2.7,1994-01-01,1996-01-01,1996-01-01,2012-06-01,,2019-06-01,N,GOOCHLAND,"Richmond, VA",Y,Y,Y
201632023,20163,2023,VA037SP00,VA037SP00,,N,N,,I,SP: GOOCHLAND COUNTY,SP: GOOCHLAND COUNTY,State Police:,Goochland County,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,State Police,0,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,N,,,,,,,0,0,1994-01-01,1994-01-01,1994-01-01,2012-06-01,,2019-04-01,N,GOOCHLAND,"Richmond, VA",Y,Y,Y
201642023,20164,2023,VA0380000,VA0380000,,N,N,,I,GRAYSON,GRAYSON CO SO INDEPENDENCE,Grayson,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,County,14377,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,27,2,29,1,3,4,1.9,2.3,1994-01-01,1998-01-01,1998-01-01,2012-06-01,,2019-04-01,N,GRAYSON,Not Specified,Y,Y,Y
201662023,20166,2023,VA0380200,VA0380200,,N,N,,I,INDEPENDENCE,INDEPENDENCE PD,Independence,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,City,1012,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,3,0,3,0,0,0,3.0,3.0,1994-01-01,1998-06-01,1998-06-01,2012-06-01,,2019-04-01,N,GRAYSON,Not Specified,Y,Y,Y
201672023,20167,2023,VA038SP00,VA038SP00,,N,N,,I,SP: GRAYSON COUNTY,SP: GRAYSON COUNTY,State Police:,Grayson County,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,State Police,0,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,N,,,,,,,0,0,1994-01-01,1994-01-01,1994-01-01,2012-06-01,,2019-04-01,N,GRAYSON,Not Specified,Y,Y,Y
201682023,20168,2023,VA0390000,VA0390000,,N,N,,I,GREENE,GREENE CO SO STANARDSVILLE,Greene,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,County,21381,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,21,9C,"MSA counties from 10,000 thru 24,999",9,MSA Counties,N,21,,Y,21,2,23,5,15,20,1.2,2.0,1994-01-01,2000-01-01,2000-01-01,2012-06-01,,2019-08-01,N,GREENE,"Charlottesville, VA",Y,Y,Y
201692023,20169,2023,VA039SP00,VA039SP00,,N,N,,I,SP: GREENE COUNTY,SP: GREENE COUNTY,State Police:,Greene County,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,State Police,0,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,N,,,,,,,0,0,1994-01-01,1994-01-01,1994-01-01,2012-06-01,,2019-04-01,N,GREENE,"Charlottesville, VA",Y,Y,Y
201702023,20170,2023,VA0400000,VA0400000,,N,N,,I,GREENSVILLE,GREENSVILLE CO SO EMPORIA,Greensville,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,County,11158,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,25,3,28,8,3,11,3.0,3.5,1994-01-01,1997-08-01,1997-08-01,2012-06-01,,2019-04-01,N,GREENSVILLE,Not Specified,Y,Y,Y
201712023,20171,2023,VA0400100,VA0400100,,N,N,,I,EMPORIA,EMPORIA PD,Emporia,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,City,5375,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,21,2,23,4,11,15,4.7,7.1,1994-01-01,1997-03-01,1997-03-01,2012-06-01,,2019-04-01,N,EMPORIA CITY,Not Specified,Y,Y,Y
201722023,20172,2023,VA040S100,VA040S100,,N,N,,I,SP: EMPORIA,SP: EMPORIA,State Police:,Emporia,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,State Police,0,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,0,0,1994-01-01,1994-01-01,1994-01-01,2012-06-01,,2019-04-01,N,NOT SPECIFIED,Not Specified,Y,Y,Y
201732023,20173,2023,VA040SP00,VA040SP00,,N,N,,I,SP: GREENSVILLE COUNTY,SP: GREENSVILLE COUNTY,State Police:,Greensville County,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,State Police,0,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,N,,,,,,,0,0,1994-01-01,1994-01-01,1994-01-01,2012-06-01,,2019-04-01,N,GREENSVILLE,Not Specified,Y,Y,Y
201742023,20174,2023,VA0410000,VA0410000,,N,N,,I,HALIFAX,HALIFAX CO SO HALIFAX,Halifax,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,County,24620,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,28,0,28,4,3,7,1.3,1.4,1994-01-01,1995-01-01,1995-01-01,2012-06-01,,2019-04-01,N,HALIFAX,Not Specified,Y,Y,Y
201752023,20175,2023,VA0410100,VA0410100,,N,N,,I,HALIFAX,HALIFAX PD,Halifax,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,City,1093,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,4,0,4,1,0,1,4.6,4.6,1994-01-01,2001-04-01,2001-04-01,2012-06-01,,2019-04-01,N,HALIFAX,Not Specified,Y,Y,Y
201762023,20176,2023,VA041SP00,VA041SP00,,N,N,,I,SP: HALIFAX COUNTY,SP: HALIFAX COUNTY,State Police:,Halifax County,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,State Police,0,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,N,,,,,,,0,0,1994-01-01,1994-01-01,1994-01-01,2012-06-01,,2019-04-01,N,HALIFAX,Not Specified,Y,Y,Y
201772023,20177,2023,VA0420000,VA0420000,,N,N,,I,HANOVER,HANOVER CO SO HANOVER,Hanover,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,County,106595,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,19,9A,"MSA counties 100,000 or over",9,MSA Counties,Y,19,,Y,223,1,224,22,16,38,2.3,2.5,1994-01-01,1999-01-01,1999-01-01,2012-06-01,,2019-04-01,N,HANOVER,"Richmond, VA",Y,Y,Y
201782023,20178,2023,VA0420100,VA0420100,,N,N,,I,ASHLAND,ASHLAND PD,Ashland,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,City,7834,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,20,0,20,2,3,5,2.8,3.2,1994-01-01,1999-08-01,1999-08-01,2012-06-01,,2019-04-01,N,HANOVER,"Richmond, VA",Y,Y,Y
201792023,20179,2023,VA042SP00,VA042SP00,,N,N,,I,SP: HANOVER COUNTY,SP: HANOVER COUNTY,State Police:,Hanover County,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,State Police,0,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,N,,,,,,,0,0,1994-01-01,1994-01-01,1994-01-01,2012-06-01,,2019-04-01,N,HANOVER,"Richmond, VA",Y,Y,Y
201812023,20181,2023,VA0430100,VA0430100,,N,N,,I,HENRICO COUNTY POLICE D,HENRICO COUNTY PD,Henrico County Police Department,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,County,334046,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,19,9A,"MSA counties 100,000 or over",9,MSA Counties,Y,19,,Y,646,37,683,113,63,176,2.3,2.6,1994-01-01,1999-01-01,1999-01-01,2012-06-01,,,N,HENRICO,"Richmond, VA",Y,Y,Y
201822023,20182,2023,VA0430300,VA0430300,,N,N,,I,ALCOHOLIC BEV CONTROL CO,VA ALCOHOLIC BEV CONTROL COMM ENF DIV RICHMOND,Alcoholic Beverage Control Commission,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,Other State Agency,0,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,75,25,100,22,40,62,0,0,1994-01-01,1995-07-01,1995-07-01,2012-06-01,,2020-01-01,N,HENRICO,"Richmond, VA",Y,Y,Y
201832023,20183,2023,VA0430700,VA0430700,,N,N,,I,J. SARGEANT REYNOLDS CC,J SARGEANT REYNOLDS COMM COLLEGE POLICE DEPT,J. Sargeant Reynolds Community College,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,University or College,0,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,7,1,8,1,3,4,0,0,1994-01-01,2006-02-01,2006-02-01,2012-06-01,,2019-08-01,N,HENRICO,"Richmond, VA",Y,Y,Y
201842023,20184,2023,VA043SP00,VA043SP00,,N,N,,I,SP: HENRICO COUNTY,SP: HENRICO COUNTY,State Police:,Henrico County,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,State Police,0,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,N,,,,,,,0,0,1994-01-01,1994-01-01,1994-01-01,2012-06-01,,2019-04-01,N,HENRICO,"Richmond, VA",Y,Y,Y
201852023,20185,2023,VA0440000,VA0440000,,N,N,,I,HENRY,HENRY CO SO MARTINSVILLE,Henry,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,County,49484,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,N,14,8B,"Non-MSA counties from 25,000 thru 99,999",8,Non-MSA Counties,N,14,,Y,145,6,151,40,18,58,3.7,4.2,1994-01-01,1998-01-01,1998-01-01,2012-06-01,,2019-04-01,N,HENRY,Not Specified,Y,Y,Y
201862023,20186,2023,VA044SP00,VA044SP00,,N,N,,I,SP: HENRY COUNTY,SP: HENRY COUNTY,State Police:,Henry County,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,State Police,0,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,N,,,,,,,0,0,1994-01-01,1994-01-01,1994-01-01,2012-06-01,,2019-04-01,N,HENRY,Not Specified,Y,Y,Y
201872023,20187,2023,VA0450000,VA0450000,,N,N,,I,HIGHLAND,HIGHLAND CO SO MONTEREY,Highland,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,County,2334,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,N,0,0,0,0,0,0,0.0,0.0,1994-01-01,1996-11-01,1996-11-01,2012-06-01,,2020-12-01,N,HIGHLAND,Not Specified,Y,Y,Y
201882023,20188,2023,VA045SP00,VA045SP00,,N,N,,I,SP: HIGHLAND COUNTY,SP: HIGHLAND COUNTY,State Police:,Highland County,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,State Police,0,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,N,,,,,,,0,0,1994-01-01,1994-01-01,1994-01-01,2012-07-01,,2019-04-01,N,HIGHLAND,Not Specified,Y,Y,Y
201892023,20189,2023,VA0460000,VA0460000,,N,N,,I,ISLE OF WIGHT,ISLE OF WIGHT CO SO ISLE OF WIGHT,Isle of Wight,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,County,28987,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,50,0,50,12,4,16,2.1,2.3,1994-01-01,1998-11-01,1998-11-01,2012-06-01,,2019-06-01,N,ISLE OF WIGHT,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Y,Y,Y
201902023,20190,2023,VA0460100,VA0460100,,N,N,,I,SMITHFIELD,SMITHFIELD PD,Smithfield,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,City,9027,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,18,0,18,1,4,5,2.1,2.5,1994-01-01,1997-10-01,1997-10-01,2012-06-01,,2019-04-01,N,ISLE OF WIGHT,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Y,Y,Y
201912023,20191,2023,VA0460200,VA0460200,,N,N,,I,WINDSOR,WINDSOR,Windsor,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,City,2916,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,7,0,7,0,0,0,2.4,2.4,1994-01-01,2011-01-01,2011-01-01,2012-06-01,,2019-06-01,N,ISLE OF WIGHT,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Y,Y,Y
201922023,20192,2023,VA046SP00,VA046SP00,,N,N,,I,SP: ISLE OF WIGHT COUNTY,SP: ISLE OF WIGHT COUNTY,State Police:,Isle of Wight County,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,State Police,0,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,N,,,,,,,0,0,1994-01-01,1994-01-01,1994-01-01,2012-08-01,,2019-04-01,N,ISLE OF WIGHT,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Y,Y,Y
201942023,20194,2023,VA0470100,VA0470100,,N,N,,I,JAMES CITY COUNTY PD,JAMES CITY COUNTY PD WILLIAMSBURG,James City County Police Department,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,County,82663,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,74,2,76,18,7,25,1.1,1.2,1994-01-01,1998-12-01,1998-12-01,2012-06-01,,2019-04-01,N,JAMES CITY,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Y,Y,Y
201952023,20195,2023,VA047SP00,VA047SP00,,N,N,,I,SP: JAMES CITY COUNTY,SP: JAMES CITY COUNTY,State Police:,James City County,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,State Police,0,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,N,,,,,,,0,0,1994-01-01,1994-01-01,1994-01-01,2012-06-01,,2019-04-01,N,JAMES CITY,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Y,Y,Y
201962023,20196,2023,VA0480000,VA0480000,,N,N,,I,KING AND QUEEN,KING AND QUEEN CO SO KING AND QUEEN,King and Queen,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,County,6790,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,Y,13,1,14,0,9,9,1.9,3.4,1994-01-01,2005-01-01,2005-01-01,2012-06-01,,2019-04-01,N,KING AND QUEEN,"Richmond, VA",Y,Y,Y
201972023,20197,2023,VA048SP00,VA048SP00,,N,N,,I,SP: KING AND QUEEN CNTY,SP: KING AND QUEEN CNTY,State Police:,King and Queen County,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,State Police,0,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,N,,,,,,,0,0,1994-01-01,1994-01-01,1994-01-01,2012-09-01,,2019-04-01,N,KING AND QUEEN,"Richmond, VA",Y,Y,Y
201982023,20198,2023,VA0490000,VA0490000,,N,N,,I,KING GEORGE,KING GEORGE CO SO KING GEORGE,King George,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,County,28412,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,N,14,8B,"Non-MSA counties from 25,000 thru 99,999",8,Non-MSA Counties,N,14,,Y,37,0,37,8,18,26,1.6,2.2,1994-01-01,1997-07-01,1997-07-01,2012-07-01,,2019-04-01,N,KING GEORGE,Not Specified,Y,Y,Y
201992023,20199,2023,VA049SP00,VA049SP00,,N,N,,I,SP: KING GEORGE COUNTY,SP: KING GEORGE COUNTY,State Police:,King George County,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,State Police,0,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,N,,,,,,,0,0,1994-01-01,1994-01-01,1994-01-01,2012-07-01,,2019-04-01,N,KING GEORGE,Not Specified,Y,Y,Y
202002023,20200,2023,VA0500000,VA0500000,,N,N,,I,KING WILLIAM,KING WILLIAM CO SO KING WILLIAM,King William,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,County,15360,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,21,9C,"MSA counties from 10,000 thru 24,999",9,MSA Counties,N,21,,Y,25,1,26,4,11,15,1.9,2.7,1994-01-01,1997-11-01,1997-11-01,2012-06-01,,2019-04-01,N,KING WILLIAM,"Richmond, VA",Y,Y,Y
202012023,20201,2023,VA0500200,VA0500200,,N,N,,I,WEST POINT,WEST POINT PD,West Point,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,City,3442,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,10,0,10,3,2,5,3.8,4.4,1994-01-01,1999-10-01,1999-10-01,2012-06-01,,2019-04-01,N,KING WILLIAM,"Richmond, VA",Y,Y,Y
202022023,20202,2023,VA050SP00,VA050SP00,,N,N,,I,SP: KING WILLIAM COUNTY,SP: KING WILLIAM COUNTY,State Police:,King William County,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,State Police,0,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,N,,,,,,,0,0,1994-01-01,1994-01-01,1994-01-01,2013-03-01,,2019-04-01,N,KING WILLIAM,"Richmond, VA",Y,Y,Y
202032023,20203,2023,VA0510000,VA0510000,,N,N,,I,LANCASTER,LANCASTER CO SO LANCASTER,Lancaster,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,County,8965,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,Y,34,6,40,3,11,14,4.1,6.0,1994-01-01,1998-08-01,1998-08-01,2012-06-01,,2019-04-01,N,LANCASTER,Not Specified,Y,Y,Y
202042023,20204,2023,VA0510100,VA0510100,,N,N,,I,KILMARNOCK,KILMARNOCK PD,Kilmarnock,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,City,1422,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,0,0,0,0,0,0,0.0,0.0,1994-01-01,2007-01-01,2007-01-01,2012-06-01,,2019-04-01,N,"LANCASTER, NORTHUMBERLAND",Not Specified,Y,Y,Y
202052023,20205,2023,VA0510300,VA0510300,,N,N,,I,WHITE STONE,WHITE STONE POLICE DEPARTMENT,White Stone,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,City,373,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,6,0,6,2,0,2,21.4,21.4,1994-01-01,2007-10-01,2007-10-01,2012-06-01,,,N,LANCASTER,Not Specified,Y,Y,Y
202062023,20206,2023,VA051SP00,VA051SP00,,N,N,,I,SP: LANCASTER COUNTY,SP: LANCASTER COUNTY,State Police:,Lancaster County,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,State Police,0,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,N,,,,,,,0,0,1994-01-01,1994-01-01,1994-01-01,2012-06-01,,2019-04-01,N,LANCASTER,Not Specified,Y,Y,Y
202072023,20207,2023,VA0520000,VA0520000,,N,N,,I,LEE,LEE CO SO JONESVILLE,Lee,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,County,19490,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,26,0,26,2,6,8,1.4,1.7,1994-01-01,1996-08-01,1996-08-01,2012-06-01,,2019-08-01,N,LEE,Not Specified,Y,Y,Y
202082023,20208,2023,VA0520100,VA0520100,,N,N,,I,JONESVILLE,JONESVILLE PD,Jonesville,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,City,857,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,2,0,2,0,0,0,2.3,2.3,1994-01-01,1998-01-01,1998-01-01,2012-06-01,,2019-04-01,N,LEE,Not Specified,Y,Y,Y
202092023,20209,2023,VA0520200,VA0520200,,N,N,,I,PENNINGTON GAP,PENNINGTON GAP PD,Pennington Gap,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,City,1591,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,4,0,4,1,0,1,3.1,3.1,1994-01-01,1997-12-01,1997-12-01,2012-08-01,,2020-03-01,N,LEE,Not Specified,Y,Y,Y
202102023,20210,2023,VA052SP00,VA052SP00,,N,N,,I,SP: LEE COUNTY,SP: LEE COUNTY,State Police:,Lee County,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,State Police,0,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,N,,,,,,,0,0,1994-01-01,1994-01-01,1994-01-01,2012-06-01,,2019-04-01,N,LEE,Not Specified,Y,Y,Y
202112023,20211,2023,VA0530000,VA0530000,,N,N,,I,LOUDOUN,LOUDOUN CO SO LEESBURG,Loudoun,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,County,378299,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,19,9A,"MSA counties 100,000 or over",9,MSA Counties,Y,19,,Y,517,37,554,77,105,182,1.6,1.9,1994-01-01,1999-01-01,1999-01-01,2012-06-01,,2019-04-01,N,LOUDOUN,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Y,Y,Y
202122023,20212,2023,VA0530100,VA0530100,,N,N,,I,LEESBURG,LEESBURG PD,Leesburg,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,City,49274,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,60,2,62,13,15,28,1.5,1.8,1994-01-01,1996-09-01,1996-09-01,2012-06-01,,2019-06-01,N,LOUDOUN,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Y,Y,Y
202132023,20213,2023,VA0530200,VA0530200,,N,N,,I,MIDDLEBURG,MIDDLEBURG PD,Middleburg,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,City,669,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,5,0,5,0,1,1,7.5,9.0,1994-01-01,1996-12-01,1996-12-01,2012-06-01,,2019-04-01,N,LOUDOUN,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Y,Y,Y
